"ID|""Title""|""Owning_Organization""|""Business_Process_Owner""|""Modified""|""Modified_By""|""Function""|""Site""|""Vendor_contact""|""Data_subject_type""|""Business_Process""|""SCOPE_Number""|""Life_Cycle_Status""|""Retired_Date""|""Description""|""Repository_Type""|""Subtype""|""Vendor_involved""|""SAP_Vendor_Number""|""SAP_Vendor_Name""|""Vendor_qualification""|""Country_collected""|""num_of_Data_Stakeholders_from_US""|""Adverse_Event_Information""|""Biometric_Data""|""Consumer_account_username_and_password""|""Credit_Card_Numbers""|""Criminal_or_judicial_records""|""Data_about_children_under_13""|""Data_about_teens_13_15_years_old""|""Data_about_teens_16_18_years_old""|""Digital_signature_data""|""Electronic_identification_data""|""Family_composition""|""Financial_account_number""|""Genetic_data""|""Government_ID""|""Identification_data""|""Image_sound_recordings""|""Other_health_or_medical_data""|""Personal_characteristics""|""Political_opinions""|""Precise_geolocation_data""|""Profession""|""PHI_as_defined_by_HIPAA""|""Racial_or_ethnic_origin""|""Religious_or_philosophical_beliefs""|""Sex_life""|""Trade_union_membership""|""Data_From_Children""|""ADM""|""RoPA_linked_to_IT_Asset""|""Unregistered_application_info""|""Inventory_Status""|""Inventory_Criteria""|""Inventory_Evidence""|""Lawfulness_Basis_Status""|""Lawfulness_Basis_Criteria""|""Lawfulness_Basis_Evidence""|""Notice_Status""|""Notice_Criteria""|""Notice_Evidence""|""Minimization_Status""|""Minimization_Criteria""|""Minimization_Evidence""|""Data_retention_Status""|""Data_Retention_Criteria""|""Data_Retention_Evidence""|""Reasonable_InfoSec_Status""|""Reasonable_InfoSec_Criteria""|""Reasonable_InfoSec_Evidence""|""Data_Subject_Rights_Status""|""Data_Subject_Rights_Criteria""|""Data_Subject_Rights_Evidence""|""Vendors_Status""|""Vendors_Criteria""|""Vendors_Evidence""|""custom_field_1""|""custom_field_2""|""custom_field_3""|""custom_field_4""|""custom_field_5""|""custom_field_6""|""custom_field_7""|""custom_field_8""|""custom_field_9""|""custom_field_10""|""Last_review_date""|""Last_reviewed_reviewer""|""XLS_Template_ID""|""Remediation_GUV_Number""|""California_relevancy""|""Item_Type""|""Path""|""Created""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12|""Atlas For International Relocation""|""GBS MY P&G SERVICES""|""Henao"," Gonzalo""|""2019-09-16 09:42:59""|""Hayden"," Barbara""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Relocation Services""|""E016""|""Decommissioned""|""""|""The relocation vendor's system of record for tracking details related to individual relocations.""|""Digital""|""Application""|""1""|""15004801""|""Cartus""|""To be clarified""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""903B97D2534E5910;#12856""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 MyPGS-GDPR--8""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 05:15:38""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14|""Award Payment Preferences""|""GBS MY P&G SERVICES""|""Stockmann"," Holger""|""2019-09-19 15:10:20""|""Curran"," Tammy""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Compensation & Rewards""|""E007""|""Leverage/Optimize""|""""|""Application which allows STAR recipients to elect their distribution preferences (cash"," options)""|""Digital""|""Application""|""1""|""270703879""|""Atos SE""|""Data Processor""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""3E5952F74B4B01D4;#12267""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""1905910""|""1905910""|""Work in Progress""|""1905910""|""1905910""|""Work in Progress""|""1905910""|""1905910""|""Work in Progress""|""1905910""|""1905910""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 MyPGS-GDPR--10""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 05:17:31""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"16|""BlueJeans""|""GBS MY P&G SERVICES""|""Whitaker"," Angie""|""2019-09-20 16:04:42""|""Curran"," Tammy""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Workforce Collaboration and Productivity""|""E014""|""Leverage/Optimize""|""""|""Bluejeans is an external video collaboration service that P&G uses to connect VCS/VCR rooms to external partners.""|""Digital""|""Application""|""1""|""15216108""|""BlueJeans company via Corbus""|""Data Processor""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""F01DF9225294427F;#13559""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""OLD Irisk""|""OLD Irisk""|""In line with SCOPE""|""OLD Irisk""|""OLD Irisk""|""In line with SCOPE""|""OLD Irisk""|""OLD Irisk""|""In line with SCOPE""|""OLD Irisk""|""OLD Irisk""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 MyPGS-GDPR--12""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 05:17:38""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17|""BoardVantage""|""GBS MY P&G SERVICES""|""Ours"," Chad""|""2019-09-24 08:41:34""|""Sheehy"," Bob""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Strategy Review/Enrollment Planning""|""E365""|""Leverage/Optimize""|""""|""BoardVantage""|""Digital""|""Application""|""1""|""170311190""|""BOARDVANTAGE"," INC.""|""Data Processor""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""3219DB0754253B7E;#12195""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 MyPGS-GDPR--13""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 05:17:39""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"18|""Bomgar""|""GBS MY P&G SERVICES""|""Chaves"," Ivan""|""2019-09-20 16:03:43""|""Curran"," Tammy""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""IT Operations""|""E014""|""Leverage/Optimize""|""""|""Remote Control Tool used by HCL Service Desk Agents as part of MyPGS Employee Care""|""Digital""|""Application""|""1""|""15320018""|""HCL GROUP PLC""|""Data Processor""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""E83AEAD25A8257B9;#13475""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""OLD Irisk""|""OLD Irisk""|""In line with SCOPE""|""OLD Irisk""|""OLD Irisk""|""In line with SCOPE""|""OLD Irisk""|""OLD Irisk""|""In line with SCOPE""|""OLD Irisk""|""OLD Irisk""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 MyPGS-GDPR--14""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 05:18:14""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19|""Box.com""|""GBS MY P&G SERVICES""|""Devlin"," Andrew""|""2019-09-16 09:42:59""|""Hayden"," Barbara""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Workforce Collaboration and Productivity""|""E014""|""Decommissioned""|""""|""Cloud based file storage for up to restricted level data.""|""Digital""|""Application""|""1""|""""|""BOX", INC.,"HP ENTERPRISE SERVICES LLC""|""To be clarified""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""365F45B14DEE0153;#12220""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 MyPGS-GDPR--15""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 05:18:16""",,,,,,,,,,,,,,,,,,,,,,,,,,
"20|""Career by Design""|""GBS MY P&G SERVICES""|""Turcott"," Debi""|""2019-09-16 09:42:59""|""Hayden"," Barbara""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Staffing/Succession Planning""|""E015""|""Leverage/Optimize""|""""|""Succession Planning project is taken up by the HR department of P&G. This comes under the Talent management initiative of P&G.It helps P&G to keep a track of the employee details and also their history related to carres so that P&G can staff its employees and plan their growth in the organization in advance. The software gives access to the HR managers about a employees goals a""|""Digital""|""Application""|""1""|""985015354""|""ACCENTURE PUBLIC LIMITED COMPANY""|""Data Processor""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""CC8ED60E50E53B94;#13276""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 MyPGS-GDPR--16""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 05:18:17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21|""CCURE9000""|""GBS MY P&G SERVICES""|""Dixon"," Jim""|""2019-09-24 13:51:04""|""Dixon"," Jim""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""christina.jin@jci.com""|""Employee""|""Facilities Management""|""E017""|""Leverage/Optimize""|""""|""This solution manages Physical Access Control for P&G locations.""|""Digital""|""Application""|""1""|""15285175""|""Tyco""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""1""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""F521F6E8541F2177;#13585""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""2019-09-24 00:00:00""|""""|""TammyCurran 2019-06-28 MyPGS-GDPR--17""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 05:18:19""",,,,,,,,,,,,,,,,,,,,,,,,,
"22|""CEO Award""|""GBS MY P&G SERVICES""|""Tipton"," Bruce""|""2019-09-16 09:42:59""|""Hayden"," Barbara""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Compensation & Rewards""|""E018""|""Leverage/Optimize""|""""|""Online distribution tool for CEO Award to employees (replaced Recognition Shares application).""|""Digital""|""Application""|""1""|""270703879""|""Atos SE""|""Data Processor""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""B4CCB6934AA70085;#13106""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 MyPGS-GDPR--18""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 05:18:20""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23|""CID""|""GBS MY P&G SERVICES""|""SuarezLemmo"," Maria""|""2019-09-19 15:46:42""|""Sheehy"," Bob""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Recruiting/Talent Supply""|""E010""|""Decommissioned""|""""|""Application used for NA/Europe school recruiters""|""Digital""|""Application""|""1""|""400073636""|""Accenture SCA""|""Data Processor""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""E843EE874B0A00B0;#13477""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 MyPGS-GDPR--19""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 05:18:21""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24|""Cisco Audio Conferencing""|""GBS MY P&G SERVICES""|""Monasterial"," DaneJoseph""|""2019-09-24 08:43:27""|""Sheehy"," Bob""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Workforce Collaboration and Productivity""|""E014""|""Leverage/Optimize""|""""|""Audtion Conferencing enables 2+ employess to connect via phone""|""Digital""|""Application""|""1""|""153804570""|""CISCO SYSTEMS"," INC.""|""Data Processor""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""C897CA6D54D8702C;#13249""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 MyPGS-GDPR--20""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 05:18:22""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"25|""Concur Expense""|""GBS MY P&G SERVICES""|""Ramos"," Sienna""|""2019-09-23 09:01:24""|""Curran"," Tammy""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Travel Services""|""E012""|""Leverage/Optimize""|""""|""Global Expense Reporting tool""|""Digital""|""Application""|""1""|""20588976""|""Concur Technologies""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""766C771357B152F0;#12649""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""OLD Irisk""|""OLD Irisk""|""Work in Progress""|""OLD Irisk""|""OLD Irisk""|""In line with SCOPE""|""OLD Irisk""|""OLD Irisk""|""In line with SCOPE""|""OLD Irisk""|""OLD Irisk""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 MyPGS-GDPR--21""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 05:18:23""",,,,,,,,,,,,,,,,,,,,,,,,,
"26|""Corporate Accounting Interface (vendor = Equity Methods)""|""GBS MY P&G SERVICES""|""Scheben"," Tami""|""2019-09-19 15:26:20""|""Curran"," Tammy""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Stock Plan Administration""|""E007""|""Leverage/Optimize""|""""|""Vendor solution for Corporate Accounting of stock options""|""Digital""|""Application""|""1""|""15310763""|""Equity Methods""|""Data Processor""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""9A109ADE584056E2;#12920""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""1866819""|""1866819""|""Work in Progress""|""1866819""|""1866819""|""Work in Progress""|""1866819""|""1866819""|""Work in Progress""|""1866819""|""1866819""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 MyPGS-GDPR--22""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 05:18:25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28|""Corrigo""|""GBS MY P&G SERVICES""|""Scheid"," Bill""|""2019-09-20 14:56:59""|""Curran"," Tammy""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Facilities Management""|""""|""Design/Build""|""""|""Facility Management Work Order System for JLL managed sites. Will replace existing JLL Clarify", OVSC and OV360," ultimately.""|""Digital""|""Application""|""1""|""28781060""|""JONES LANG LASALLE INC""|""Data Processor""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1E301E75590B06A9;#12030""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""1054307""|""1054307""|""In line with SCOPE""|""1054307""|""1054307""|""In line with SCOPE""|""1054307""|""1054307""|""In line with SCOPE""|""1054307""|""1054307""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 MyPGS-GDPR--24""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 05:19:49""",,,,,,,,,,,,,,,,,,,,,,,,,,
"31|""Crown Interact""|""GBS MY P&G SERVICES""|""Amante"," Happy""|""2019-09-16 09:43:00""|""Hayden"," Barbara""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Relocation Services""|""E016""|""Leverage/Optimize""|""""|""Application where P&G HR or line managers initiate a domestic relocation.""|""Digital""|""Application""|""1""|""20564625""|""CROWN WORLDWIDE (HK) LTD""|""Data Processor""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""903B94E3534E55E5;#12854""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 MyPGS-GDPR--27""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 05:19:53""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32|""CTI (Computer Telephony Interface) - Employee Care""|""GBS MY P&G SERVICES""|""Chaves"," Ivan""|""2019-09-16 09:43:00""|""Hayden"," Barbara""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""IT Operations""|""E014""|""Leverage/Optimize""|""""|""Used by My P&G Services Employee Care to personalize the employee care service desk experience hosted by HCL.""|""Digital""|""Application""|""1""|""15320018""|""HCL GROUP PLC""|""Data Processor""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""E83AEAD05A82578B;#13474""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 MyPGS-GDPR--28""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 05:20:07""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36|""E*TRADE Commercial Website""|""GBS MY P&G SERVICES""|""Schubert"," Jason""|""2019-09-16 09:43:00""|""Hayden"," Barbara""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Stock Plan Administration""|""E007""|""Leverage/Optimize""|""""|""Stock Option Management provider for where employee login to transact""|""Digital""|""Application""|""1""|""15343699""|""E Trade Financial Corporation""|""Data Controller""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""FDDB18995A6A06E9;#13640""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 MyPGS-GDPR--32""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 05:20:11""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37|""E*TRADE Equity Edge Online (EEO)""|""GBS MY P&G SERVICES""|""Schubert"," Jason""|""2019-09-23 09:02:12""|""Curran"," Tammy""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Stock Plan Administration""|""E007""|""Leverage/Optimize""|""""|""Stock Option Management provider for USA where P&G F&A team logs into for management of system.""|""Digital""|""Application""|""1""|""15343699""|""E Trade Financial Corp""|""Data Controller""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0DF613B5592E4146;#11932""|""""|""Work in Progress""|""OLD Irisk""|""OLD Irisk""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 MyPGS-GDPR--33""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 05:20:12""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"38|""e-Consent""|""GBS MY P&G SERVICES""|""Stockmann"," Holger""|""2019-09-24 08:46:39""|""Sheehy"," Bob""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Benefits and Pension Administration""|""E003""|""Leverage/Optimize""|""""|""e-Consent tool is a simple workflow application used to capture eConsent from our employees during divestitures.   the employee receives a notification from HR to accept or reject the divestiture action. Then the data gets stored in SAP in PA0040 specific divestiture flag""|""Digital""|""Application""|""1""|""15265891""|""ATOS IT SOLUTIONS & SERVICES INC""|""Data Processor""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""5213542458EF553E;#12346""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""1905930""|""1905930""|""Work in Progress""|""1905930""|""1905930""|""Work in Progress""|""1905930""|""1905930""|""Work in Progress""|""1905930""|""1905930""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 MyPGS-GDPR--34""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 05:20:31""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39|""eePoint""|""GBS MY P&G SERVICES""|""Schubert"," Jason""|""2019-09-24 08:47:59""|""Sheehy"," Bob""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Stock Plan Administration""|""E007""|""Leverage/Optimize""|""""|""Perform calculations for International Retirement Arrangement (IRA) and International Pension Protection (IPP) plans"," and stores support documentation for the calculations.""|""Digital""|""Application""|""1""|""15081118""|""TOWERS WATSON DELAWARE INC""|""Data Processor""|""UNITED STATES""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""B964BECE5A616114;#13131""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""1866728""|""1866728""|""Work in Progress""|""1866728""|""1866728""|""Work in Progress""|""1866728""|""1866728""|""Work in Progress""|""1866728""|""1866728""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""TammyCurran 2019-06-28 MyPGS-GDPR--35""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-07-03 05:20:32""",,,,,,,,,,,,,,,,,,,,,,,,,,,
